session,location,code_ocean_asset_id
713578_2024-05-22_09-45-32,s3://aind-open-data/713578_2024-05-22_09-45-32,9e4ead44-2464-4f30-86df-926b0bb2331d
713578_2024-05-23_09-48-09,s3://aind-open-data/713578_2024-05-23_09-48-09,4b1986bb-fa9c-47cd-9af8-280558dbb746
713578_2024-05-24_10-08-03,s3://aind-open-data/713578_2024-05-24_10-08-03,db2308fa-a099-4a46-a270-319a7e9ea718
713578_2024-05-28_09-48-39,s3://aind-open-data/713578_2024-05-28_09-48-39,412d8a84-28d3-48f4-91fd-16c59279d924
713578_2024-05-29_10-30-09,s3://aind-open-data/713578_2024-05-29_10-30-09,faa02876-83d8-4d6a-b0e2-1e64c3aca7f2
713578_2024-05-30_10-31-04,s3://aind-open-data/713578_2024-05-30_10-31-04,3e8a1238-dfac-4783-8781-13fb20acd08b
713578_2024-05-31_10-27-47,s3://aind-open-data/713578_2024-05-31_10-27-47,0e52387d-0156-4196-b29f-d6121724f8a9
713578_2024-06-03_10-49-51,s3://aind-open-data/713578_2024-06-03_10-49-51,c733ef29-392e-4a9b-8ee6-615763454906
713578_2024-06-04_11-21-55,s3://aind-open-data/713578_2024-06-04_11-21-55,350cecb6-dd87-465a-8454-653e75edabc1
713578_2024-06-05_10-33-33,s3://aind-open-data/713578_2024-06-05_10-33-33,4a6eb34e-d26e-4008-b3f2-c82bb5206631
713578_2024-06-06_10-41-58,s3://aind-open-data/713578_2024-06-06_10-41-58,538473d3-633a-4d8b-b7cc-691ec93939e2
713578_2024-06-07_10-06-50,s3://aind-open-data/713578_2024-06-07_10-06-50,afd4425d-343c-44a6-9fd5-be7cdd21e207
713578_2024-06-10_09-40-31,s3://aind-open-data/713578_2024-06-10_09-40-31,9dc7063f-6839-453b-8f4d-6c0dfaca4a11
713578_2024-06-11_10-02-59,s3://aind-open-data/713578_2024-06-11_10-02-59,4476a2a8-e9db-46a3-80cb-f7267b075c6f
713578_2024-06-12_09-21-55,s3://aind-open-data/713578_2024-06-12_09-21-55,9a5718c8-7ab5-401c-899b-d87a7e5e7c1a
713578_2024-06-13_09-59-02,s3://aind-open-data/713578_2024-06-13_09-59-02,e943411a-15d5-411e-8994-414741259444
713578_2024-06-14_10-08-52,s3://aind-open-data/713578_2024-06-14_10-08-52,4cd3c5a9-46a6-49d0-888f-c06905936882
713578_2024-06-17_10-38-46,s3://aind-open-data/713578_2024-06-17_10-38-46,cbe1c784-bb54-47af-b2bb-6f4b9507c0d9
713578_2024-06-18_09-59-14,s3://aind-open-data/713578_2024-06-18_09-59-14,e2bd92fe-7809-4df3-866f-37d08f459b77
713578_2024-06-19_11-00-01,s3://aind-open-data/713578_2024-06-19_11-00-01,0c870b2c-d539-4d75-b2bc-5cbeaf806a8a
713578_2024-06-20_10-21-53,s3://aind-open-data/713578_2024-06-20_10-21-53,42496931-31d9-411e-8f06-4e155a9318d2
713578_2024-06-21_10-22-00,s3://aind-open-data/713578_2024-06-21_10-22-00,ed1c3dcc-2b62-4809-9937-c4168f26bc2b
713578_2024-06-24_10-05-16,s3://aind-open-data/713578_2024-06-24_10-05-16,8a0c0b6c-0238-426e-9f19-4acbd214fd5d
713578_2024-06-25_09-54-43,s3://aind-open-data/713578_2024-06-25_09-54-43,69c66fac-b16c-4e9e-a441-844575a15e26
713578_2024-06-26_10-29-42,s3://aind-open-data/713578_2024-06-26_10-29-42,2e921b8a-1fcf-4638-8a6d-c8f034871101
713578_2024-06-27_09-48-05,s3://aind-open-data/713578_2024-06-27_09-48-05,1488d9b9-d5c0-4fe7-90f6-baea68ee55b1
713578_2024-06-28_09-54-54,s3://aind-open-data/713578_2024-06-28_09-54-54,3700df23-deb4-40c4-90c7-080463245175
715865_2024-04-08_10-04-51,s3://aind-open-data/715865_2024-04-08_10-04-51,140c2922-8e99-4fcd-acbb-8c345118a1ad
715865_2024-04-09_07-33-41,s3://aind-open-data/715865_2024-04-09_07-33-41,2f72a01e-06cb-4f3c-92ff-81786be11a92
715865_2024-04-10_08-01-07,s3://aind-open-data/715865_2024-04-10_08-01-07,c1fcbe27-9219-4763-846b-ec18ceac8b1f
715865_2024-04-11_08-05-47,s3://aind-open-data/715865_2024-04-11_08-05-47,72fde40a-4378-4566-b549-312ea69fcea3
715865_2024-04-12_08-11-42,s3://aind-open-data/715865_2024-04-12_08-11-42,2b4e4639-37c3-4fb0-b8dc-0145610dd9a4
715865_2024-04-15_08-07-03,s3://aind-open-data/715865_2024-04-15_08-07-03,0b22c0be-17e2-4a10-9a30-d447ea91933e
715865_2024-04-16_08-18-51,s3://aind-open-data/715865_2024-04-16_08-18-51,22cfd75d-1aa6-469c-9b26-98ba04de1a87
715865_2024-04-17_08-43-36,s3://aind-open-data/715865_2024-04-17_08-43-36,a316eb0a-693f-46bf-9412-03c0369b1cfb
715865_2024-04-18_08-53-35,s3://aind-open-data/715865_2024-04-18_08-53-35,bdd70539-3d0a-4251-bdb7-ce45000d7791
715865_2024-04-19_09-07-51,s3://aind-open-data/715865_2024-04-19_09-07-51,20f35932-4ea8-43e4-899e-895e9ee4c519
715865_2024-04-22_09-09-13,s3://aind-open-data/715865_2024-04-22_09-09-13,7d6b0533-8de7-4015-92f8-66daa49ec283
715865_2024-04-23_08-19-59,s3://aind-open-data/715865_2024-04-23_08-19-59,a4c0ed30-87eb-43e7-9436-af60366b6ba8
715865_2024-04-24_08-48-53,s3://aind-open-data/715865_2024-04-24_08-48-53,148375ef-5eca-4575-8744-12e018966073
715865_2024-04-25_08-26-09,s3://aind-open-data/715865_2024-04-25_08-26-09,4020781a-6621-4f93-a030-d6cb1e912a39
715865_2024-04-26_08-40-10,s3://aind-open-data/715865_2024-04-26_08-40-10,bc2a6454-0536-4b20-aa54-399901eceadb
